loss,intent_acc,slot_precision,slot_recall,slot_f1,semantic_frame_acc,name,epochs,seed,split
0.2868638661290918,0.973124300111982,0.9482698357217756,0.9556181754138782,0.9519298245614035,0.8689809630459127,atis,5,312,test
0.18318356038071215,0.98,0.9764982373678026,0.9793753682969947,0.9779346866725507,0.918,atis.bracketed.NP+VP.supervised,10,123,dev
0.22167134590979135,0.9764837625979843,0.9498245614035088,0.9572135785007072,0.9535047551954914,0.8723404255319149,atis.bracketed.NP+VP.supervised,10,123,test
0.23118076460169895,0.9787234042553191,0.9539704848910752,0.96004243281471,0.9569968276348255,0.8779395296752519,atis.bracketed.NP+VP.supervised,10,231,test
0.18360330496216193,0.98,0.9713114754098361,0.9776075427224514,0.9744493392070485,0.908,atis.bracketed.NP+VP.supervised,10,231,dev
0.22691564807402237,0.9764837625979843,0.9520958083832335,0.9557991513437057,0.9539438856537851,0.8689809630459127,atis.bracketed.NP+VP.supervised,10,312,test
0.154838458285667,0.98,0.9695193434935522,0.9746611667648792,0.9720834557743169,0.9,atis.bracketed.NP+VP.supervised,10,312,dev
0.20942714677325316,0.9798432250839866,0.9514767932489452,0.9568599717114569,0.9541607898448521,0.8712206047032475,atis.bracketed.NP+VP.supervised,15,123,test
0.20789930247701705,0.978,0.9788732394366197,0.9829110194460813,0.9808879741252573,0.924,atis.bracketed.NP+VP.supervised,15,123,dev
0.2154608023702167,0.978,0.9817539729252501,0.9829110194460813,0.9823321554770318,0.928,atis.bracketed.NP+VP.supervised,15,231,dev
0.2606232318628047,0.9764837625979843,0.9533333333333334,0.9607496463932107,0.9570271222261361,0.8779395296752519,atis.bracketed.NP+VP.supervised,15,231,test
0.23953233832227333,0.9776035834266518,0.9551870148200423,0.9572135785007072,0.9561992228894383,0.8734602463605823,atis.bracketed.NP+VP.supervised,15,312,test
0.16915949959366117,0.982,0.9753521126760564,0.9793753682969947,0.9773596001176125,0.916,atis.bracketed.NP+VP.supervised,15,312,dev
0.19685786936315708,0.982,0.9788359788359788,0.981143193871538,0.9799882283696292,0.924,atis.bracketed.NP+VP.supervised,20,123,dev
0.20236290765127965,0.9809630459126539,0.9528169014084507,0.9568599717114569,0.954834156669019,0.8768197088465846,atis.bracketed.NP+VP.supervised,20,123,test
0.2753610769286752,0.975363941769317,0.9560941341763259,0.9625176803394625,0.9592951541850221,0.8801791713325868,atis.bracketed.NP+VP.supervised,20,231,test
0.2040879939449951,0.98,0.98,0.9817324690630524,0.98086546953194,0.924,atis.bracketed.NP+VP.supervised,20,231,dev
0.25002258543723394,0.9787234042553191,0.9555555555555556,0.9579207920792079,0.9567367119901113,0.8779395296752519,atis.bracketed.NP+VP.supervised,20,312,test
0.18131904747860972,0.982,0.9788856304985337,0.9835002946375958,0.9811875367430923,0.932,atis.bracketed.NP+VP.supervised,20,312,dev
0.2015687200400862,0.982,0.9817754262198707,0.9840895698291102,0.9829311359623307,0.932,atis.bracketed.NP+VP.supervised,25,123,dev
0.22495780353035247,0.9809630459126539,0.9555712270803949,0.9582743988684582,0.9569209039548022,0.8779395296752519,atis.bracketed.NP+VP.supervised,25,123,test
0.21351045544724911,0.98,0.9776601998824221,0.9799646434885091,0.9788110653325485,0.922,atis.bracketed.NP+VP.supervised,25,231,dev
0.28354530675070627,0.9764837625979843,0.958113340373108,0.9625176803394625,0.9603104603986594,0.8846584546472565,atis.bracketed.NP+VP.supervised,25,231,test
0.17725279056321597,0.982,0.9794480328831474,0.9829110194460813,0.9811764705882353,0.932,atis.bracketed.NP+VP.supervised,25,312,dev
0.26535330766013693,0.9787234042553191,0.9569664902998236,0.9593352192362093,0.9581493907822709,0.883538633818589,atis.bracketed.NP+VP.supervised,25,312,test
0.20852063241181895,0.982,0.98,0.9817324690630524,0.98086546953194,0.93,atis.bracketed.NP+VP.supervised,30,123,dev
0.22715512130941665,0.9832026875699889,0.9548978153629316,0.9582743988684582,0.956583127426756,0.8790593505039194,atis.bracketed.NP+VP.supervised,30,123,test
0.23803278885316104,0.978,0.9770992366412213,0.9805539186800236,0.9788235294117648,0.918,atis.bracketed.NP+VP.supervised,30,231,dev
0.2793030137462275,0.975363941769317,0.9543218552354181,0.9603960396039604,0.9573493126542121,0.8756998880179171,atis.bracketed.NP+VP.supervised,30,231,test
0.2945499684927719,0.9764837625979843,0.9524982406755805,0.9572135785007072,0.9548500881834214,0.8745800671892497,atis.bracketed.NP+VP.supervised,30,312,test
0.16517352404480334,0.984,0.9777126099706744,0.9823217442545669,0.9800117577895354,0.926,atis.bracketed.NP+VP.supervised,30,312,dev
0.21053028526512207,0.982,0.9823529411764705,0.9840895698291102,0.9832204886664704,0.936,atis.bracketed.NP+VP.supervised,35,123,dev
0.2322869042732886,0.9809630459126539,0.9556181754138782,0.9593352192362093,0.9574730898182461,0.8790593505039194,atis.bracketed.NP+VP.supervised,35,123,test
0.23665422113845125,0.978,0.9794238683127572,0.9817324690630524,0.9805768098881695,0.924,atis.bracketed.NP+VP.supervised,35,231,dev
0.28670411663396017,0.975363941769317,0.9584945480126627,0.9635785007072136,0.9610298007406102,0.8801791713325868,atis.bracketed.NP+VP.supervised,35,231,test
0.18553005607100204,0.982,0.9771260997067449,0.9817324690630524,0.9794238683127573,0.922,atis.bracketed.NP+VP.supervised,35,312,dev
0.30652767619384186,0.9764837625979843,0.9552186177715092,0.9579207920792079,0.9565677966101694,0.8745800671892497,atis.bracketed.NP+VP.supervised,35,312,test
0.23263810056128673,0.9832026875699889,0.9556025369978859,0.958981612446959,0.9572890928344512,0.8801791713325868,atis.bracketed.NP+VP.supervised,40,123,test
0.2124760521837743,0.982,0.9829210836277974,0.9835002946375958,0.9832106038291606,0.932,atis.bracketed.NP+VP.supervised,40,123,dev
0.23455521854339167,0.978,0.9794359576968272,0.9823217442545669,0.980876728449544,0.924,atis.bracketed.NP+VP.supervised,40,231,dev
0.2871232362730162,0.975363941769317,0.9578355586788475,0.963932107496464,0.960874162848079,0.8812989921612542,atis.bracketed.NP+VP.supervised,40,231,test
0.17689302827056963,0.982,0.9777126099706744,0.9823217442545669,0.9800117577895354,0.924,atis.bracketed.NP+VP.supervised,40,312,dev
0.30703986316387144,0.9764837625979843,0.9548819175185055,0.9579207920792079,0.9563989408649602,0.8745800671892497,atis.bracketed.NP+VP.supervised,40,312,test
0.19541654017354762,0.9787234042553191,0.9421458625525947,0.9501414427157001,0.9461267605633803,0.8577827547592385,atis.bracketed.NP+VP.supervised,5,123,test
0.1804698386695236,0.974,0.9607728337236534,0.9670005892751915,0.9638766519823788,0.88,atis.bracketed.NP+VP.supervised,5,123,dev
0.18454126315191388,0.974,0.9575087310826542,0.9693576900412493,0.9633967789165446,0.884,atis.bracketed.NP+VP.supervised,5,231,dev
0.2623311092278787,0.9742441209406495,0.9383060299756013,0.9519094766619519,0.9450588028787081,0.851063829787234,atis.bracketed.NP+VP.supervised,5,231,test
0.1833131474309734,0.9764837625979843,0.9423278573925201,0.9533239038189534,0.9477939883986642,0.8577827547592385,atis.bracketed.NP+VP.supervised,5,312,test
0.20670772227458656,0.972,0.9574592074592074,0.9681791396582203,0.9627893348959858,0.88,atis.bracketed.NP+VP.supervised,5,312,dev
0.22655337250658444,0.9776035834266518,0.9505436688881095,0.9582743988684582,0.9543933791160416,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,10,123,test
0.15626618271926418,0.982,0.9730046948356808,0.9770182675309369,0.9750073507791825,0.91,atis.bracketed.NP+VP.with_labels.supervised,10,123,dev
0.22489059304020234,0.9764837625979843,0.9515789473684211,0.958981612446959,0.9552659387108137,0.8779395296752519,atis.bracketed.NP+VP.with_labels.supervised,10,231,test
0.17941547941882163,0.978,0.9690601284296556,0.9781968179139658,0.9736070381231672,0.91,atis.bracketed.NP+VP.with_labels.supervised,10,231,dev
0.2481541247772319,0.9764837625979843,0.9542575650950035,0.958981612446959,0.9566137566137567,0.8756998880179171,atis.bracketed.NP+VP.with_labels.supervised,10,312,test
0.1682752480264753,0.982,0.9701230228471002,0.9758397171479081,0.972972972972973,0.908,atis.bracketed.NP+VP.with_labels.supervised,10,312,dev
0.18539968924596906,0.98,0.9758823529411764,0.9776075427224514,0.9767441860465116,0.912,atis.bracketed.NP+VP.with_labels.supervised,15,123,dev
0.20985227916389704,0.9787234042553191,0.9545934530095037,0.958981612446959,0.9567825013229847,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,15,123,test
0.19908429350471124,0.978,0.9759106933019976,0.9787860931054803,0.977346278317152,0.918,atis.bracketed.NP+VP.with_labels.supervised,15,231,dev
0.22258988535031676,0.9809630459126539,0.9562301447229086,0.9579207920792079,0.957074721780604,0.8812989921612542,atis.bracketed.NP+VP.with_labels.supervised,15,231,test
0.18166868557455018,0.982,0.9759106933019976,0.9787860931054803,0.977346278317152,0.914,atis.bracketed.NP+VP.with_labels.supervised,15,312,dev
0.26947597454168964,0.975363941769317,0.9579950582421461,0.9596888260254597,0.9588411941353118,0.8857782754759238,atis.bracketed.NP+VP.with_labels.supervised,15,312,test
0.2395048481412232,0.975363941769317,0.9546094299788881,0.9593352192362093,0.9569664902998236,0.8745800671892497,atis.bracketed.NP+VP.with_labels.supervised,20,123,test
0.2148576062900247,0.98,0.9776601998824221,0.9799646434885091,0.9788110653325485,0.924,atis.bracketed.NP+VP.with_labels.supervised,20,123,dev
0.19956690247636288,0.98,0.9788856304985337,0.9835002946375958,0.9811875367430923,0.918,atis.bracketed.NP+VP.with_labels.supervised,20,231,dev
0.22934422020002135,0.9820828667413214,0.9522136331693605,0.9582743988684582,0.9552344025378922,0.8801791713325868,atis.bracketed.NP+VP.with_labels.supervised,20,231,test
0.1835171595448628,0.984,0.9764567392583873,0.9776075427224514,0.9770318021201414,0.918,atis.bracketed.NP+VP.with_labels.supervised,20,312,dev
0.29318089104656664,0.9776035834266518,0.9568752209261223,0.9572135785007072,0.9570443698073182,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,20,312,test
0.25708448574213044,0.9742441209406495,0.9550403933965578,0.9614568599717115,0.9582378854625552,0.8779395296752519,atis.bracketed.NP+VP.with_labels.supervised,25,123,test
0.21959158582103555,0.978,0.9776733254994124,0.9805539186800236,0.979111503383348,0.918,atis.bracketed.NP+VP.with_labels.supervised,25,123,dev
0.20407240296481177,0.98,0.9765395894428153,0.981143193871538,0.9788359788359788,0.922,atis.bracketed.NP+VP.with_labels.supervised,25,231,dev
0.2676642905654652,0.9798432250839866,0.9532184312346114,0.9582743988684582,0.9557397284429554,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,25,231,test
0.31946459372660946,0.975363941769317,0.957243816254417,0.9579207920792079,0.9575821845174973,0.8801791713325868,atis.bracketed.NP+VP.with_labels.supervised,25,312,test
0.18216642551124096,0.984,0.9788608338226659,0.9823217442545669,0.9805882352941176,0.928,atis.bracketed.NP+VP.with_labels.supervised,25,312,dev
0.22402715740099666,0.978,0.9782480893592005,0.9805539186800236,0.9793996468510889,0.918,atis.bracketed.NP+VP.with_labels.supervised,30,123,dev
0.2653879959668432,0.9742441209406495,0.9536679536679536,0.9607496463932107,0.957195701955258,0.8745800671892497,atis.bracketed.NP+VP.with_labels.supervised,30,123,test
0.21095487975981086,0.98,0.9748096074985354,0.9805539186800236,0.9776733254994124,0.92,atis.bracketed.NP+VP.with_labels.supervised,30,231,dev
0.2748388259538582,0.9798432250839866,0.9467227479845777,0.9550919377652051,0.9508889280056328,0.8689809630459127,atis.bracketed.NP+VP.with_labels.supervised,30,231,test
0.30282900548939196,0.9776035834266518,0.9562918575960522,0.9593352192362093,0.9578111209179171,0.8824188129899216,atis.bracketed.NP+VP.with_labels.supervised,30,312,test
0.18607334356056526,0.984,0.9806110458284372,0.9835002946375958,0.9820535451603413,0.93,atis.bracketed.NP+VP.with_labels.supervised,30,312,dev
0.22003103919996647,0.976,0.9759671746776084,0.981143193871538,0.9785483397002644,0.918,atis.bracketed.NP+VP.with_labels.supervised,35,123,dev
0.25269653648138046,0.9742441209406495,0.9536516853932584,0.9603960396039604,0.9570119802677942,0.8756998880179171,atis.bracketed.NP+VP.with_labels.supervised,35,123,test
0.20965357657405548,0.98,0.9788484136310224,0.9817324690630524,0.9802883200941453,0.926,atis.bracketed.NP+VP.with_labels.supervised,35,231,dev
0.27643602727247135,0.9798432250839866,0.9539219134716849,0.958981612446959,0.9564450714159761,0.8812989921612542,atis.bracketed.NP+VP.with_labels.supervised,35,231,test
0.30004684294440914,0.9776035834266518,0.9541930937279774,0.9575671852899575,0.955877162019061,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,35,312,test
0.20127300615422428,0.982,0.9765395894428153,0.981143193871538,0.9788359788359788,0.926,atis.bracketed.NP+VP.with_labels.supervised,35,312,dev
0.2578640365973115,0.9742441209406495,0.9539704848910752,0.96004243281471,0.9569968276348255,0.8756998880179171,atis.bracketed.NP+VP.with_labels.supervised,40,123,test
0.22180299805404502,0.976,0.9770992366412213,0.9805539186800236,0.9788235294117648,0.916,atis.bracketed.NP+VP.with_labels.supervised,40,123,dev
0.21063627616968006,0.98,0.9782736347621844,0.9817324690630524,0.9800000000000001,0.924,atis.bracketed.NP+VP.with_labels.supervised,40,231,dev
0.2747823437010603,0.9798432250839866,0.9532513181019332,0.958981612446959,0.9561078794288737,0.8790593505039194,atis.bracketed.NP+VP.with_labels.supervised,40,231,test
0.19775561679853126,0.982,0.974824355971897,0.981143193871538,0.9779735682819383,0.926,atis.bracketed.NP+VP.with_labels.supervised,40,312,dev
0.30568513872900177,0.9776035834266518,0.9548819175185055,0.9579207920792079,0.9563989408649602,0.8801791713325868,atis.bracketed.NP+VP.with_labels.supervised,40,312,test
0.198158727293568,0.9764837625979843,0.9405386498775796,0.9508486562942009,0.9456655530156498,0.8533034714445689,atis.bracketed.NP+VP.with_labels.supervised,5,123,test
0.18040174967609346,0.974,0.9580174927113703,0.9681791396582203,0.963071512309496,0.882,atis.bracketed.NP+VP.with_labels.supervised,5,123,dev
0.1746399529511109,0.974,0.9568764568764568,0.9675898644667059,0.9622033401699385,0.876,atis.bracketed.NP+VP.with_labels.supervised,5,231,dev
0.20724613365850278,0.9787234042553191,0.9402097902097902,0.9508486562942009,0.9454992967651196,0.8544232922732363,atis.bracketed.NP+VP.with_labels.supervised,5,231,test
0.18668719590641558,0.974,0.9598136284216657,0.9711255156157925,0.9654364381956648,0.882,atis.bracketed.NP+VP.with_labels.supervised,5,312,dev
0.20647150371223688,0.9776035834266518,0.9484391441599439,0.9561527581329562,0.952280331044198,0.8723404255319149,atis.bracketed.NP+VP.with_labels.supervised,5,312,test
0.1976135615259409,0.9842857142857143,0.9567867036011081,0.964804469273743,0.9607788595271209,0.91,atis.bracketed.NP.no_nest.supervised,10,123,test
0.21571260995485567,0.9885714285714285,0.9493392070484582,0.9609810479375697,0.9551246537396122,0.8957142857142857,atis.bracketed.NP.no_nest.supervised,10,123,dev
0.18860307945446533,0.9885714285714285,0.9472237493128093,0.9604236343366778,0.9537780238029337,0.89,atis.bracketed.NP.no_nest.supervised,10,231,dev
0.16925609687512572,0.9857142857142858,0.9546460176991151,0.964245810055866,0.9594219010561423,0.91,atis.bracketed.NP.no_nest.supervised,10,231,test
0.17258081856099042,0.9857142857142858,0.9600443951165372,0.9664804469273743,0.9632516703786191,0.9114285714285715,atis.bracketed.NP.no_nest.supervised,10,312,test
0.20450326055288315,0.9885714285714285,0.9557522123893806,0.9632107023411371,0.9594669627984455,0.8985714285714286,atis.bracketed.NP.no_nest.supervised,10,312,dev
0.18546491861343384,0.9871428571428571,0.961730449251248,0.9687150837988827,0.9652101308099083,0.9185714285714286,atis.bracketed.NP.no_nest.supervised,15,123,test
0.22232649847865105,0.9885714285714285,0.9525648097076669,0.9626532887402452,0.9575824785140006,0.8942857142857142,atis.bracketed.NP.no_nest.supervised,15,123,dev
0.2373541302301667,0.9828571428571429,0.957387935805202,0.9664804469273743,0.961912705031971,0.9142857142857143,atis.bracketed.NP.no_nest.supervised,15,231,test
0.2541677569123832,0.9871428571428571,0.9472237493128093,0.9604236343366778,0.9537780238029337,0.8914285714285715,atis.bracketed.NP.no_nest.supervised,15,231,dev
0.2531287129968405,0.9842857142857143,0.9449642267473858,0.9570791527313266,0.9509831071725283,0.89,atis.bracketed.NP.no_nest.supervised,15,312,dev
0.18793601559644396,0.9871428571428571,0.9638286032276016,0.9675977653631285,0.9657095065514357,0.9171428571428571,atis.bracketed.NP.no_nest.supervised,15,312,test
0.25615971129048953,0.9885714285714285,0.9477735019241341,0.9609810479375697,0.9543315804040963,0.8871428571428571,atis.bracketed.NP.no_nest.supervised,20,123,dev
0.1712023431265896,0.9871428571428571,0.9552980132450332,0.9670391061452513,0.9611327040533038,0.9157142857142857,atis.bracketed.NP.no_nest.supervised,20,123,test
0.24365698309107262,0.9885714285714285,0.9492833517089305,0.959866220735786,0.9545454545454545,0.8942857142857142,atis.bracketed.NP.no_nest.supervised,20,231,dev
0.25851851498538797,0.9828571428571429,0.9594894561598224,0.9659217877094972,0.9626948775055679,0.9128571428571428,atis.bracketed.NP.no_nest.supervised,20,231,test
0.2900310294194655,0.9842857142857143,0.9551991150442478,0.9626532887402452,0.9589117157134925,0.8957142857142857,atis.bracketed.NP.no_nest.supervised,20,312,dev
0.25598390290344303,0.9828571428571429,0.9508015478164732,0.9608938547486033,0.955821061405946,0.9028571428571428,atis.bracketed.NP.no_nest.supervised,20,312,test
0.21239171744408933,0.9871428571428571,0.9629014396456257,0.9715083798882681,0.9671857619577308,0.9271428571428572,atis.bracketed.NP.no_nest.supervised,25,123,test
0.2677766643464565,0.9871428571428571,0.9574820541137493,0.9665551839464883,0.961997226074896,0.9028571428571428,atis.bracketed.NP.no_nest.supervised,25,123,dev
0.24647125432437117,0.9885714285714285,0.9557766721945826,0.9637681159420289,0.9597557590896474,0.9028571428571428,atis.bracketed.NP.no_nest.supervised,25,231,dev
0.2842594041404399,0.98,0.9583795782463929,0.964804469273743,0.9615812917594654,0.91,atis.bracketed.NP.no_nest.supervised,25,231,test
0.26721275834874675,0.9871428571428571,0.9563053097345132,0.9637681159420289,0.960022209883398,0.9042857142857142,atis.bracketed.NP.no_nest.supervised,25,312,dev
0.25984997230327944,0.9828571428571429,0.960577456968351,0.9664804469273743,0.9635199108883319,0.9142857142857143,atis.bracketed.NP.no_nest.supervised,25,312,test
0.30002300949259236,0.9857142857142858,0.9596462133775566,0.967670011148272,0.9636414099361642,0.9085714285714286,atis.bracketed.NP.no_nest.supervised,30,123,dev
0.27555951882492413,0.9842857142857143,0.9567627494456763,0.964245810055866,0.9604897050639956,0.9142857142857143,atis.bracketed.NP.no_nest.supervised,30,123,test
0.2546265511350198,0.9885714285714285,0.9579413392363033,0.9648829431438127,0.9613996112191058,0.9085714285714286,atis.bracketed.NP.no_nest.supervised,30,231,dev
0.2539997899227522,0.98,0.960577456968351,0.9664804469273743,0.9635199108883319,0.9142857142857143,atis.bracketed.NP.no_nest.supervised,30,231,test
0.33084904876622284,0.9842857142857143,0.9595119245701609,0.9643255295429208,0.9619127050319712,0.9028571428571428,atis.bracketed.NP.no_nest.supervised,30,312,dev
0.2953062616288662,0.9814285714285714,0.9611542730299667,0.9675977653631285,0.9643652561247216,0.92,atis.bracketed.NP.no_nest.supervised,30,312,test
0.19774877347729422,0.9885714285714285,0.9601549529607084,0.9692737430167597,0.9646927995551847,0.9171428571428571,atis.bracketed.NP.no_nest.supervised,35,123,test
0.2962218661877242,0.9871428571428571,0.956882255389718,0.9648829431438127,0.9608659450457953,0.9042857142857142,atis.bracketed.NP.no_nest.supervised,35,123,dev
0.2508698410608552,0.9871428571428571,0.9547710976282405,0.9648829431438127,0.9598003881341836,0.9057142857142857,atis.bracketed.NP.no_nest.supervised,35,231,dev
0.2889152523976835,0.9814285714285714,0.9605555555555556,0.9659217877094972,0.9632311977715878,0.9171428571428571,atis.bracketed.NP.no_nest.supervised,35,231,test
0.29076526347886433,0.9828571428571429,0.9595119245701609,0.9664804469273743,0.9629835791817423,0.9171428571428571,atis.bracketed.NP.no_nest.supervised,35,312,test
0.3355155908925967,0.9842857142857143,0.9595567867036011,0.9654403567447045,0.9624895804390109,0.9085714285714286,atis.bracketed.NP.no_nest.supervised,35,312,dev
0.3075105043297464,0.9871428571428571,0.9558255107675317,0.9648829431438127,0.9603328710124827,0.9028571428571428,atis.bracketed.NP.no_nest.supervised,40,123,dev
0.20029676079072736,0.9885714285714285,0.961261759822911,0.970391061452514,0.9658048373644704,0.9228571428571428,atis.bracketed.NP.no_nest.supervised,40,123,test
0.29300542776896193,0.9814285714285714,0.9611327040533038,0.9670391061452513,0.9640768588137009,0.9157142857142857,atis.bracketed.NP.no_nest.supervised,40,231,test
0.2561264041472565,0.9885714285714285,0.9563294637921503,0.9643255295429208,0.9603108520677214,0.9042857142857142,atis.bracketed.NP.no_nest.supervised,40,231,dev
0.2718765275044875,0.9842857142857143,0.9633740288568258,0.9698324022346368,0.9665924276169264,0.9242857142857143,atis.bracketed.NP.no_nest.supervised,40,312,test
0.31968407095833257,0.9842857142857143,0.9600665557404326,0.9648829431438127,0.9624687239366139,0.9057142857142857,atis.bracketed.NP.no_nest.supervised,40,312,dev
0.20037902282042938,0.9885714285714285,0.9460055096418732,0.9570791527313266,0.9515101136048766,0.8885714285714286,atis.bracketed.NP.no_nest.supervised,5,123,dev
0.16293832676654513,0.98,0.9498069498069498,0.9620111731843576,0.9558701082431308,0.9014285714285715,atis.bracketed.NP.no_nest.supervised,5,123,test
0.15020799535241994,0.9814285714285714,0.9461242440901594,0.9614525139664805,0.9537267941257966,0.8942857142857142,atis.bracketed.NP.no_nest.supervised,5,231,test
0.1776938338510015,0.9871428571428571,0.9393110989611809,0.9576365663322185,0.9483853160364338,0.88,atis.bracketed.NP.no_nest.supervised,5,231,dev
0.1856866864995523,0.9857142857142858,0.9485619469026548,0.9581005586592178,0.953307392996109,0.8928571428571429,atis.bracketed.NP.no_nest.supervised,5,312,test
0.19617064686661417,0.9857142857142858,0.9422442244224423,0.9548494983277592,0.9485049833887044,0.8785714285714286,atis.bracketed.NP.no_nest.supervised,5,312,dev
0.2165472028510911,0.9820828667413214,0.9515619515619516,0.957274011299435,0.9544094349586341,0.8745800671892497,atis.bracketed.NP.supervised,10,123,test
